gene_symbol	ensembl_gene_id	uniprot_id	protein_class	is_secreted	signal_peptide	orf_length_bp
RPL12	ENSG00000197958	P30050	rna_binding	False	False	495
RPL13	ENSG00000167526	P26373	unknown	False	False	633
RPL13A	ENSG00000142541	P40429	unknown	False	False	609
RPL14	ENSG00000188846	P50914	unknown	False	False	645
RPL15	ENSG00000174748	P61313	unknown	False	False	612
RPL17	ENSG00000265681	P18621	unknown	False	False	552
RPL18	ENSG00000063177	Q07020	unknown	False	False	564
RPL18A	ENSG00000105640	Q02543	unknown	False	False	528
RPL19	ENSG00000108298	P84098	unknown	False	False	588
RPL21	ENSG00000122026	P46778	unknown	False	False	480
RPL22	ENSG00000116251	P35268	rna_binding	False	False	384
RPL22L1	ENSG00000163584	Q6P5R6	unknown	False	False	366
RPL23	ENSG00000125691	P62829	unknown	False	False	420
RPL23A	ENSG00000198242	P62750	rna_binding	False	False	468
RPL24	ENSG00000114391	P83731	unknown	False	False	471
RPL26	ENSG00000161970	P61254	unknown	False	False	435
RPL26L1	ENSG00000037241	Q9UNX3	unknown	False	False	435
RPL27	ENSG00000131469	P61353	unknown	False	False	408
RPL27A	ENSG00000166441	P46776	unknown	False	False	444
RPL28	ENSG00000108107	P46779	unknown	False	False	411
RPL29	ENSG00000162244	P47914	unknown	False	False	477
RPL3	ENSG00000100316	P39023	unknown	False	False	1209
RPL30	ENSG00000156482	P62888	unknown	False	False	345
RPL31	ENSG00000071082	P62899	unknown	False	False	375
RPL32	ENSG00000144713	P62910	unknown	False	False	405
RPL34	ENSG00000109475	P49207	unknown	False	False	351
RPL35	ENSG00000136942	P42766	unknown	False	False	369
RPL35A	ENSG00000182899	P18077	rna_binding	False	False	330
RPL36	ENSG00000130255	Q9Y3U8	unknown	False	False	315
RPL36A	ENSG00000241343	P83881	unknown	False	False	318
RPL36AL	ENSG00000165502	Q969Q0	unknown	False	False	318
RPL37	ENSG00000145592	P61927	rna_binding	False	False	291
RPL37A	ENSG00000197756	P61513	unknown	False	False	276
RPL38	ENSG00000172809	P63173	unknown	False	False	210
RPL39	ENSG00000198918	P62891	unknown	False	False	153
RPL39L	ENSG00000163923	Q96EH5	unknown	False	False	153
RPL3L	ENSG00000140986	Q92901	unknown	False	False	1221
RPL4	ENSG00000174444	P36578	unknown	False	False	1281
RPL41	ENSG00000229117	P62945	unknown	False	False	75
RPL5	ENSG00000122406	P46777	rna_binding	False	False	891
RPL6	ENSG00000089009	Q02878	unknown	False	False	864
RPL7	ENSG00000147604	P18124	rna_binding	False	False	744
RPL7A	ENSG00000148303	P62424	unknown	False	False	798
RPL7L1	ENSG00000146223	Q6DKI1	unknown	False	False	765
RPL8	ENSG00000161016	P62917	rna_binding	False	False	771
RPL9	ENSG00000163682	P32969	unknown	False	False	576
RPLP0	ENSG00000089157	P05388	unknown	False	False	951
RPLP1	ENSG00000137818	P05386	unknown	False	False	342
RPLP2	ENSG00000177600	P05387	unknown	False	False	345
RPN1	ENSG00000163902	P04843	membrane_protein	False	True	1821
RPN2	ENSG00000118705	P04844	membrane_protein	False	True	1893
RPP14	ENSG00000163684	O95059	rna_binding	False	False	372
RPP21	ENSG00000239927	Q9H633	rna_binding	False	False	462
RPP25	ENSG00000178718	Q9BUL9	rna_binding	False	False	597
RPP25L	ENSG00000164967	Q8N5L8	unknown	False	False	489
RPP30	ENSG00000148688	P78346	rna_binding	False	False	804
RPP38	ENSG00000152464	P78345	rna_binding	False	False	849
RPP40	ENSG00000124787	O75818	rna_binding	False	False	1089
RPRD1A	ENSG00000141425	Q96P16	unknown	False	False	936
RPRD1B	ENSG00000101413	Q9NQG5	unknown	False	False	978
RPRD2	ENSG00000163125	Q5VT52	unknown	False	False	4383
RPRM	ENSG00000177519	Q9NS64	membrane_protein	False	False	327
RPRML	ENSG00000179673	Q8N4K4	membrane_protein	False	False	360
RPS10	ENSG00000124614	P46783	unknown	False	False	495
RPS11	ENSG00000142534	P62280	rna_binding	False	False	474
RPS12	ENSG00000112306	P25398	unknown	False	False	396
RPS13	ENSG00000110700	P62277	unknown	False	False	453
RPS14	ENSG00000164587	P62263	unknown	False	False	453
RPS15	ENSG00000115268	P62841	unknown	False	False	435
RPS15A	ENSG00000134419	P62244	unknown	False	False	390
RPS16	ENSG00000105193	P62249	unknown	False	False	438
RPS17	ENSG00000278229	P08708	unknown	False	False	405
RPS18	ENSG00000096150	P62269	rna_binding	False	False	456
RPS19	ENSG00000105372	P39019	unknown	False	False	435
RPS19BP1	ENSG00000187051	Q86WX3	unknown	False	False	408
RPS2	ENSG00000140988	P15880	unknown	False	False	879
RPS20	ENSG00000008988	P60866	unknown	False	False	357
RPS21	ENSG00000171858	P63220	unknown	False	False	249
RPS23	ENSG00000186468	P62266	unknown	False	False	429
RPS24	ENSG00000138326	P62847	unknown	False	False	399
RPS25	ENSG00000118181	P62851	unknown	False	False	375
RPS26	ENSG00000197728	P62854	unknown	False	False	345
RPS27	ENSG00000177954	P42677	unknown	False	False	252
RPS27A	ENSG00000143947	P62979	unknown	False	False	468
RPS27L	ENSG00000185088	Q71UM5	unknown	False	False	252
RPS28	ENSG00000233927	P62857	unknown	False	False	207
RPS29	ENSG00000213741	P62273	unknown	False	False	168
RPS3	ENSG00000149273	P23396	transcription_factor	False	False	729
RPS3A	ENSG00000145425	P61247	unknown	False	False	792
RPS4X	ENSG00000198034	P62701	rna_binding	False	False	789
RPS4Y1	ENSG00000129824	P22090	rna_binding	False	False	789
RPS4Y2	ENSG00000280969	Q8TD47	rna_binding	False	False	789
RPS5	ENSG00000083845	P46782	unknown	False	False	612
RPS6	ENSG00000137154	P62753	unknown	False	False	747
RPS6KA1	ENSG00000117676	Q15418	kinase	False	False	2205
RPS6KA2	ENSG00000071242	Q15349	kinase	False	False	2199
RPS6KA3	ENSG00000177189	P51812	kinase	False	False	2220
RPS6KA4	ENSG00000162302	O75676	kinase	False	False	2316
RPS6KA5	ENSG00000100784	O75582	kinase	False	False	2406
RPS6KA6	ENSG00000072133	Q9UK32	kinase	False	False	2235
RPS6KB1	ENSG00000108443	P23443	kinase	False	False	1575
RPS6KB2	ENSG00000175634	Q9UBS0	kinase	False	False	1446
RPS6KC1	ENSG00000136643	Q96S38	kinase	False	False	3198
RPS6KL1	ENSG00000198208	Q9Y6S9	kinase	False	False	1647
RPS7	ENSG00000171863	P62081	cytoskeletal	False	False	582
RPS8	ENSG00000142937	P62241	membrane_protein	False	False	624
RPS9	ENSG00000170889	P46781	rna_binding	False	False	582
RPSA	ENSG00000168028	P08865	receptor	False	False	885
RPSA2	ENSG00000288920	A0A8I5KQE6	receptor	False	False	885
RPTN	ENSG00000215853	Q6XPR3	secreted_protein	True	False	2352
RPTOR	ENSG00000141564	Q8N122	membrane_protein	False	False	4005
RPUSD1	ENSG00000007376	Q9UJJ7	unknown	False	False	936
RPUSD2	ENSG00000166133	Q8IZ73	enzyme	False	False	1635
RPUSD3	ENSG00000156990	Q6P087	enzyme	False	False	1053
RPUSD4	ENSG00000165526	Q96CM3	enzyme	False	False	1131
RRAD	ENSG00000166592	P55042	membrane_protein	False	False	924
RRAGA	ENSG00000155876	Q7L523	enzyme	False	False	939
RRAGB	ENSG00000083750	Q5VZM2	enzyme	False	False	1122
RRAGC	ENSG00000116954	Q9HB90	enzyme	False	False	1197
RRAGD	ENSG00000025039	Q9NQL2	enzyme	False	False	1200
RRAS	ENSG00000126458	P10301	enzyme	False	False	654
RRAS2	ENSG00000133818	P62070	enzyme	False	False	612
RRBP1	ENSG00000125844	Q9P2E9	transport_protein	False	False	4230
RREB1	ENSG00000124782	Q92766	transcription_factor	False	False	5061
RRH	ENSG00000180245	O14718	gpcr	False	False	1011
RRM1	ENSG00000167325	P23921	enzyme	False	False	2376
RRM2	ENSG00000171848	P31350	enzyme	False	False	1167
RRM2B	ENSG00000048392	Q7LG56	enzyme	False	False	1053
RRN3	ENSG00000085721	Q9NYV6	unknown	False	False	1953
RRP1	ENSG00000160214	P56182	unknown	False	False	1383
RRP12	ENSG00000052749	Q5JTH9	membrane_protein	False	False	3891
RRP15	ENSG00000067533	Q9Y3B9	unknown	False	False	846
RRP1B	ENSG00000160208	Q14684	unknown	False	False	2274
RRP36	ENSG00000124541	Q96EU6	unknown	False	False	777
RRP7A	ENSG00000189306	Q9Y3A4	rna_binding	False	False	840
RRP8	ENSG00000132275	O43159	enzyme	False	False	1368
RRP9	ENSG00000114767	O43818	rna_binding	False	False	1425
RRS1	ENSG00000179041	Q15050	unknown	False	False	1095
RS1	ENSG00000102104	O15537	secreted_transfer_protein	True	True	672
RSAD1	ENSG00000136444	Q9HA92	unknown	False	False	1326
RSAD2	ENSG00000134321	Q8WXG1	lipid_droplet	False	False	1083
RSBN1	ENSG00000081019	Q5VWQ0	enzyme	False	False	2406
RSBN1L	ENSG00000187257	Q6PCB5	enzyme	False	False	2538
RSC1A1	ENSG00000215695	Q92681	membrane_protein	False	False	1851
RSF1	ENSG00000048649	Q96T23	regulator	False	False	4323
RSKR	ENSG00000167524	Q96LW2	kinase	False	False	1230
RSL1D1	ENSG00000171490	O76021	unknown	False	False	1470
RSL24D1	ENSG00000137876	Q9UHA3	unknown	False	False	489
RSPH1	ENSG00000160188	Q8WYR4	cytoskeletal	False	False	927
RSPH10B	ENSG00000155026	P0C881	cytoskeletal	False	False	2610
RSPH10B2	ENSG00000169402	B2RC85	cytoskeletal	False	False	2610
RSPH14	ENSG00000100218	Q9UHP6	cytoskeletal	False	False	1044
RSPH4A	ENSG00000111834	Q5TD94	cytoskeletal	False	False	2148
RSPH6A	ENSG00000104941	Q9H0K4	cytoskeletal	False	False	2151
RSPH9	ENSG00000172426	Q9H1X1	cytoskeletal	False	False	828
RSPO1	ENSG00000169218	Q2MKA7	secreted_protein	True	True	789
RSPO2	ENSG00000147655	Q6UXX9	secreted_protein	True	True	729
RSPO3	ENSG00000146374	Q9BXY4	secreted_protein	True	True	816
RSPO4	ENSG00000101282	Q2I0M5	secreted_protein	True	True	702
RSPRY1	ENSG00000159579	Q96DX4	secreted_protein	True	True	1728
RSRC1	ENSG00000174891	Q96IZ7	unknown	False	False	1002
RSRC2	ENSG00000111011	Q7L4I2	unknown	False	False	1302
RSRP1	ENSG00000117616	Q9BUV0	unknown	False	False	870
RSU1	ENSG00000148484	Q15404	unknown	False	False	831
RTBDN	ENSG00000132026	Q9BSG5	secreted_protein	True	True	687
RTCA	ENSG00000137996	O00442	enzyme	False	False	1098
RTCB	ENSG00000100220	Q9Y3I0	enzyme	False	False	1515
RTEL1	ENSG00000258366	Q9NZ71	enzyme	False	False	3657
RTF1	ENSG00000137815	Q92541	transcription_factor	False	False	2130
RTF2	ENSG00000022277	Q9BY42	unknown	False	False	918
RTKN	ENSG00000114993	Q9BST9	unknown	False	False	1689
RTKN2	ENSG00000182010	Q8IZC4	unknown	False	False	1827
RTL1	ENSG00000254656	A6NKG5	membrane_protein	False	False	4074
RTL10	ENSG00000215012	Q7L3V2	unknown	False	False	1092
RTL3	ENSG00000179300	Q8N8U3	unknown	False	False	1425
RTL4	ENSG00000187823	Q6ZR62	unknown	False	False	930
RTL5	ENSG00000242732	Q5HYW3	unknown	False	False	1707
RTL6	ENSG00000188636	Q6ICC9	unknown	False	False	717
RTL8A	ENSG00000203950	Q9BWD3	unknown	False	False	339
RTL8B	ENSG00000212747	Q17RB0	unknown	False	False	339
RTL8C	ENSG00000134590	A6ZKI3	unknown	False	False	339
RTL9	ENSG00000243978	Q8NET4	unknown	False	False	4164
RTN1	ENSG00000139970	Q16799	membrane_protein	False	False	2328
RTN2	ENSG00000125744	O75298	cytoskeletal	False	False	1635
RTN3	ENSG00000133318	O95197	transport_protein	False	False	3096
RTN4	ENSG00000115310	Q9NQC3	membrane_protein	False	False	3576
RTN4IP1	ENSG00000130347	Q8WWV3	enzyme	False	False	1188
RTN4R	ENSG00000040608	Q9BZR6	receptor	False	True	1419
RTN4RL1	ENSG00000185924	Q86UN2	receptor	False	True	1323
RTN4RL2	ENSG00000186907	Q86UN3	receptor	False	True	1260
RTP1	ENSG00000175077	P59025	membrane_protein	False	False	789
RTP2	ENSG00000198471	Q5QGT7	membrane_protein	False	False	675
RTP3	ENSG00000163825	Q9BQQ7	membrane_protein	False	False	696
RTP4	ENSG00000136514	Q96DX8	membrane_protein	False	False	738
RTP5	ENSG00000188011	Q14D33	membrane_protein	False	False	1716
RTRAF	ENSG00000087302	Q9Y224	rna_binding	False	False	732
RTTN	ENSG00000176225	Q86VV8	cytoskeletal	False	False	6678
RUBCN	ENSG00000145016	Q92622	unknown	False	False	2916
RUBCNL	ENSG00000102445	Q9H714	transfer_protein	False	False	1986
RUFY1	ENSG00000176783	Q96T51	transport_protein	False	False	2124
RUFY2	ENSG00000204130	Q8WXA3	unknown	False	False	1818
RUFY3	ENSG00000018189	Q7L099	membrane_protein	False	False	1407
RUFY4	ENSG00000188282	Q6ZNE9	unknown	False	False	1713
RUNDC1	ENSG00000198863	Q96C34	unknown	False	False	1839
RUNDC3A	ENSG00000108309	Q59EK9	unknown	False	False	1338
RUNDC3B	ENSG00000105784	Q96NL0	unknown	False	False	1419
RUNX1	ENSG00000159216	Q01196	transcription_factor	False	False	1359
RUNX1T1	ENSG00000079102	Q06455	transcription_factor	False	False	1812
RUNX2	ENSG00000124813	Q13950	transcription_factor	False	False	1563
RUNX3	ENSG00000020633	Q13761	transcription_factor	False	False	1245
RUSC1	ENSG00000160753	Q9BVN2	cytoskeletal	False	False	2706
RUSC2	ENSG00000198853	Q8N2Y8	signaling_adapter	False	False	4548
RUSF1	ENSG00000140688	Q96GQ5	membrane_protein	False	False	1404
RUVBL1	ENSG00000175792	Q9Y265	cytoskeletal	False	False	1368
RUVBL2	ENSG00000183207	Q9Y230	enzyme	False	False	1389
RWDD1	ENSG00000111832	Q9H446	unknown	False	False	729
RWDD2A	ENSG00000013392	Q9UIY3	unknown	False	False	876
RWDD2B	ENSG00000156253	P57060	unknown	False	False	957
RWDD3	ENSG00000122481	Q9Y3V2	unknown	False	False	801
RWDD4	ENSG00000182552	Q6NW29	unknown	False	False	564
RXFP1	ENSG00000171509	Q9HBX9	gpcr	False	False	2271
RXFP2	ENSG00000133105	Q8WXD0	gpcr	False	False	2262
RXFP3	ENSG00000182631	Q9NSD7	gpcr	False	False	1407
RXFP4	ENSG00000173080	Q8TDU9	gpcr	False	False	1122
RXRA	ENSG00000186350	P19793	transcription_factor	False	False	1386
RXRB	ENSG00000204231	P28702	transcription_factor	False	False	1599
RXRG	ENSG00000143171	P48443	transcription_factor	False	False	1389
RXYLT1	ENSG00000118600	Q9Y2B1	enzyme	False	False	1329
RYBP	ENSG00000163602	Q8N488	transcription_factor	False	False	684
RYK	ENSG00000163785	P34925	receptor_tyrosine_kinase	False	True	1821
RYR1	ENSG00000196218	P21817	ion_channel	False	False	15114
RYR2	ENSG00000198626	Q92736	ion_channel	False	False	14901
RYR3	ENSG00000198838	Q15413	ion_channel	False	False	14610
S100A1	ENSG00000160678	P23297	unknown	False	False	282
S100A10	ENSG00000197747	P60903	unknown	False	False	291
S100A11	ENSG00000163191	P31949	unknown	False	False	315
S100A12	ENSG00000163221	P80511	secreted_peptide	True	False	276
S100A13	ENSG00000189171	Q99584	secreted_transfer_protein	True	False	294
S100A14	ENSG00000189334	Q9HCY8	unknown	False	False	312
S100A16	ENSG00000188643	Q96FQ6	unknown	False	False	309
S100A2	ENSG00000196754	P29034	unknown	False	False	294
S100A3	ENSG00000188015	P33764	unknown	False	False	303
S100A4	ENSG00000196154	P26447	secreted_protein	True	False	303
S100A5	ENSG00000196420	P33763	unknown	False	False	276
S100A6	ENSG00000197956	P06703	membrane_protein	False	False	270
S100A7	ENSG00000143556	P31151	secreted_protein	True	False	303
S100A7A	ENSG00000184330	Q86SG5	unknown	False	False	303
S100A8	ENSG00000143546	P05109	secreted_peptide	True	False	279
S100A9	ENSG00000163220	P06702	secreted_peptide	True	False	342
S100B	ENSG00000160307	P04271	secreted_protein	True	False	276
S100G	ENSG00000169906	P29377	unknown	False	False	237
S100P	ENSG00000163993	P25815	membrane_protein	False	False	285
S100PBP	ENSG00000116497	Q96BU1	unknown	False	False	1224
S100Z	ENSG00000171643	Q8WXG8	unknown	False	False	297
S1PR1	ENSG00000170989	P21453	gpcr	False	False	1146
S1PR2	ENSG00000267534	O95136	gpcr	False	False	1059
S1PR3	ENSG00000213694	Q99500	gpcr	False	False	1134
S1PR4	ENSG00000125910	O95977	gpcr	False	False	1152
S1PR5	ENSG00000180739	Q9H228	gpcr	False	False	1194
SAA1	ENSG00000173432	P0DJI8	secreted_acute_phase	True	True	366
SAA2	ENSG00000134339	P0DJI9	secreted_acute_phase	True	True	366
SAA4	ENSG00000148965	P35542	secreted_acute_phase	True	True	390
SAAL1	ENSG00000166788	Q96ER3	unknown	False	False	1422
SACM1L	ENSG00000211456	Q9NTJ5	enzyme	False	False	1761
SACS	ENSG00000151835	Q9NZJ4	unknown	False	False	13737
SAE1	ENSG00000142230	Q9UBE0	enzyme	False	False	1038
SAFB	ENSG00000160633	Q15424	transcription_factor	False	False	2745
SAFB2	ENSG00000130254	Q14151	transcription_factor	False	False	2859
SAG	ENSG00000130561	P10523	membrane_protein	False	False	1215
SAGE1	ENSG00000181433	Q9NXZ1	unknown	False	False	2712
SALL1	ENSG00000103449	Q9NSC2	transcription_factor	False	False	3972
SALL2	ENSG00000165821	Q9Y467	transcription_factor	False	False	3021
SALL3	ENSG00000256463	Q9BXA9	transcription_factor	False	False	3900
SALL4	ENSG00000101115	Q9UJQ4	transcription_factor	False	False	3159
SAMD1	ENSG00000288488	Q6SPF0	secreted_protein	True	False	1614
SAMD10	ENSG00000130590	Q9BYL1	unknown	False	False	606
SAMD11	ENSG00000187634	Q96NU1	unknown	False	False	2043
SAMD12	ENSG00000177570	Q8N8I0	unknown	False	False	603
SAMD13	ENSG00000203943	Q5VXD3	unknown	False	False	366
SAMD14	ENSG00000167100	Q8IZD0	unknown	False	False	1251
SAMD15	ENSG00000100583	Q9P1V8	unknown	False	False	2022
SAMD3	ENSG00000164483	Q8N6K7	unknown	False	False	1560
SAMD4A	ENSG00000020577	Q9UPU9	unknown	False	False	2154
SAMD4B	ENSG00000179134	Q5PRF9	unknown	False	False	2082
SAMD5	ENSG00000203727	Q5TGI4	unknown	False	False	519
SAMD7	ENSG00000187033	Q7Z3H4	unknown	False	False	1338
SAMD8	ENSG00000156671	Q96LT4	enzyme	False	False	1245
SAMD9	ENSG00000205413	Q5K651	unknown	False	False	4767
SAMD9L	ENSG00000177409	Q8IVG5	unknown	False	False	4752
SAMHD1	ENSG00000101347	Q9Y3Z3	enzyme	False	False	1878
SAMM50	ENSG00000100347	Q9Y512	membrane_protein	False	False	1407
SAMSN1	ENSG00000155307	Q9NSI8	signaling_adapter	False	False	1119
SAMTOR	ENSG00000164603	Q1RMZ1	enzyme	False	False	1215
SANBR	ENSG00000162929	Q6NSI8	unknown	False	False	2154
SAP130	ENSG00000136715	Q9H0E3	unknown	False	False	3144
SAP18	ENSG00000150459	O00422	unknown	False	False	459
SAP25	ENSG00000205307	Q8TEE9	unknown	False	False	597
SAP30	ENSG00000164105	O75446	transcription_factor	False	False	660
SAP30BP	ENSG00000161526	Q9UHR5	unknown	False	False	924
SAP30L	ENSG00000164576	Q9HAJ7	transcription_factor	False	False	549
SAPCD1	ENSG00000228727	Q5SSQ6	unknown	False	False	444
SAPCD2	ENSG00000186193	Q86UD0	membrane_protein	False	False	1182
SAR1A	ENSG00000079332	Q9NR31	transport_protein	False	False	594
SAR1B	ENSG00000152700	Q9Y6B6	transport_protein	False	False	594
SARAF	ENSG00000133872	Q96BY9	transporter	False	True	1017
SARDH	ENSG00000123453	Q9UL12	enzyme	False	False	2754
SARG	ENSG00000182795	Q9BW04	receptor	False	False	1803
SARM1	ENSG00000004139	Q6SZW1	enzyme	False	False	2172
SARNP	ENSG00000205323	P82979	transcription_factor	False	False	630
SARS1	ENSG00000031698	P49591	transcription_factor	False	False	1542
SARS2	ENSG00000104835	Q9NP81	enzyme	False	False	1554
SART1	ENSG00000175467	O43290	unknown	False	False	2400
SART3	ENSG00000075856	Q15020	rna_binding	False	False	2889
SASH1	ENSG00000111961	O94885	signaling_adapter	False	False	3741
SASH3	ENSG00000122122	O75995	signaling_adapter	False	False	1140
SASS6	ENSG00000156876	Q6UVJ0	cytoskeletal	False	False	1971
SAT1	ENSG00000130066	P21673	enzyme	False	False	513
SAT2	ENSG00000141504	Q96F10	enzyme	False	False	510
SATB1	ENSG00000182568	Q01826	transcription_factor	False	False	2289
SATB2	ENSG00000119042	Q9UPW6	transcription_factor	False	False	2199
SATL1	ENSG00000184788	Q86VE3	enzyme	False	False	2085
SAV1	ENSG00000151748	Q9H4B6	unknown	False	False	1149
SAXO1	ENSG00000155875	Q8IYX7	cytoskeletal	False	False	1422
SAXO2	ENSG00000188659	Q658L1	unknown	False	False	1194
SAXO3	ENSG00000268655	A0A1B0GTJ6	unknown	False	False	1002
SAXO4	ENSG00000162148	Q7Z5V6	cytoskeletal	False	False	1275
SAXO5	ENSG00000198723	Q8NA69	unknown	False	False	1515
SAYSD1	ENSG00000112167	Q9NPB0	membrane_protein	False	False	549
SBDS	ENSG00000126524	Q9Y3A5	cytoskeletal	False	False	750
SBF1	ENSG00000100241	O95248	unknown	False	False	5604
SBF2	ENSG00000133812	Q86WG5	membrane_protein	False	False	5547
SBK1	ENSG00000188322	Q52WX2	kinase	False	False	1272
SBK2	ENSG00000187550	P0C263	kinase	False	False	1044
SBK3	ENSG00000231274	P0C264	kinase	False	False	1077
SBNO1	ENSG00000139697	A3KN83	unknown	False	False	4179
SBNO2	ENSG00000064932	Q9Y2G9	unknown	False	False	4098
SBSN	ENSG00000189001	Q6UWP8	secreted_protein	True	True	1770
SBSPON	ENSG00000164764	Q8IVN8	secreted_protein	True	True	792
SC5D	ENSG00000109929	O75845	enzyme	False	False	897
SCAF1	ENSG00000126461	Q9H7N4	rna_binding	False	False	3936
SCAF11	ENSG00000139218	Q99590	unknown	False	False	4389
SCAF4	ENSG00000156304	O95104	rna_binding	False	False	3441
SCAF8	ENSG00000213079	Q9UPN6	rna_binding	False	False	3813
SCAI	ENSG00000173611	Q8N9R8	membrane_protein	False	False	1818
SCAMP1	ENSG00000085365	O15126	transport_protein	False	False	1014
SCAMP2	ENSG00000140497	O15127	transport_protein	False	False	987
SCAMP3	ENSG00000116521	O14828	transport_protein	False	False	1041
SCAMP4	ENSG00000227500	Q969E2	transport_protein	False	False	687
SCAMP5	ENSG00000198794	Q8TAC9	transport_protein	False	False	705
SCAND1	ENSG00000171222	P57086	unknown	False	False	537
SCAND3	ENSG00000232040	Q6R2W3	unknown	False	False	3975
SCAP	ENSG00000114650	Q12770	transfer_protein	False	False	3837
SCAPER	ENSG00000140386	Q9BY12	unknown	False	False	4200
SCARA3	ENSG00000168077	Q6AZY7	membrane_protein	False	False	1818
SCARA5	ENSG00000168079	Q6ZMJ2	transporter	False	False	1485
SCARB1	ENSG00000073060	Q8WTV0	receptor	False	False	1656
SCARB2	ENSG00000138760	Q14108	receptor	False	False	1434
SCARF1	ENSG00000074660	Q14162	receptor	False	True	2490
SCARF2	ENSG00000244486	Q96GP6	receptor	False	True	2613
SCART1	ENSG00000214279	Q4G0T1	membrane_protein	False	True	3081
SCCPDH	ENSG00000143653	Q8NBX0	enzyme	False	False	1287
SCD	ENSG00000099194	O00767	enzyme	False	False	1077
SCD5	ENSG00000145284	Q86SK9	enzyme	False	False	990
SCEL	ENSG00000136155	O95171	membrane_protein	False	False	2064
SCFD1	ENSG00000092108	Q8WVM8	transport_protein	False	False	1926
SCFD2	ENSG00000184178	Q8WU76	transport_protein	False	False	2052
SCG2	ENSG00000171951	P13521	secreted_precursor	True	True	1851
SCG3	ENSG00000104112	Q8WXD2	secreted_precursor	True	True	1404
SCG5	ENSG00000166922	P05408	secreted_neuropeptide	True	True	636
SCGB1A1	ENSG00000149021	P11684	secreted_protein	True	True	273
SCGB1C1	ENSG00000188076	Q8TD33	secreted_protein	True	True	285
SCGB1C2	ENSG00000268320	P0DMR2	secreted_protein	True	True	285
SCGB1D1	ENSG00000168515	O95968	secreted_protein	True	True	270
SCGB1D2	ENSG00000124935	O95969	secreted_protein	True	True	270
SCGB1D4	ENSG00000197745	Q6XE38	secreted_protein	True	True	249
SCGB2A1	ENSG00000124939	O75556	secreted_protein	True	True	285
SCGB2A2	ENSG00000110484	Q13296	secreted_protein	True	True	279
SCGB2B2	ENSG00000205209	Q4G0G5	secreted_protein	True	True	288
SCGB3A1	ENSG00000161055	Q96QR1	secreted_cytokine	True	True	312
SCGB3A2	ENSG00000164265	Q96PL1	secreted_protein	True	True	279
SCGN	ENSG00000079689	O76038	secreted_protein	True	False	828
SCHIP1	ENSG00000151967	P0DPB3	unknown	False	False	1461
SCIMP	ENSG00000161929	Q6UWF3	membrane_protein	False	False	435
SCIN	ENSG00000006747	Q9Y6U3	cytoskeletal	False	False	2145
SCLT1	ENSG00000151466	Q96NL6	cytoskeletal	False	False	2064
SCLY	ENSG00000132330	Q96I15	enzyme	False	False	1335
SCMH1	ENSG00000010803	Q96GD3	unknown	False	False	1980
SCML1	ENSG00000047634	Q9UN30	unknown	False	False	987
SCML2	ENSG00000102098	Q9UQR0	unknown	False	False	2100
SCML4	ENSG00000146285	Q8N228	unknown	False	False	1242
SCN10A	ENSG00000185313	Q9Y5Y9	ion_channel	False	False	5868
SCN11A	ENSG00000168356	Q9UI33	ion_channel	False	False	5373
SCN1A	ENSG00000144285	P35498	ion_channel	False	False	6027
SCN1B	ENSG00000105711	Q07699	secreted_transfer_protein	True	True	654
SCN2A	ENSG00000136531	Q99250	ion_channel	False	False	6015
SCN2B	ENSG00000149575	O60939	transporter	False	True	645
SCN3A	ENSG00000153253	Q9NY46	ion_channel	False	False	6000
SCN3B	ENSG00000166257	Q9NY72	ion_channel	False	True	645
SCN4A	ENSG00000007314	P35499	ion_channel	False	False	5508
SCN4B	ENSG00000177098	Q8IWT1	transporter	False	True	684
SCN5A	ENSG00000183873	Q14524	ion_channel	False	False	6048
SCN7A	ENSG00000136546	Q01118	membrane_protein	False	False	5046
SCN8A	ENSG00000196876	Q9UQD0	ion_channel	False	False	5940
SCN9A	ENSG00000169432	Q15858	ion_channel	False	False	5964
SCNM1	ENSG00000163156	Q9BWG6	unknown	False	False	690
SCNN1A	ENSG00000111319	P37088	ion_channel	False	False	2007
SCNN1B	ENSG00000168447	P51168	ion_channel	False	False	1920
SCNN1D	ENSG00000162572	P51172	ion_channel	False	False	2406
SCNN1G	ENSG00000166828	P51170	ion_channel	False	False	1947
SCO1	ENSG00000133028	O75880	membrane_protein	False	False	903
SCO2	ENSG00000284194	O43819	membrane_protein	False	False	798
SCOC	ENSG00000153130	Q9UIL1	membrane_protein	False	False	477
SCP2	ENSG00000116171	P22307	transport_protein	False	False	1641
SCP2D1	ENSG00000132631	Q9UJQ7	unknown	False	False	468
SCPEP1	ENSG00000121064	Q9HB40	secreted_protease	True	True	1356
SCPPPQ1	ENSG00000272856	A0A411D538	secreted_protein	True	True	237
SCRG1	ENSG00000164106	O75711	secreted_protein	True	True	294
SCRIB	ENSG00000180900	Q14160	membrane_protein	False	False	4965
SCRN1	ENSG00000136193	Q12765	unknown	False	False	1242
SCRN2	ENSG00000141295	Q96FV2	unknown	False	False	1275
SCRN3	ENSG00000144306	Q0VDG4	unknown	False	False	1272
SCRT1	ENSG00000261678	Q9BWW7	transcription_factor	False	False	1044
SCRT2	ENSG00000215397	Q9NQ03	transcription_factor	False	False	921
SCT	ENSG00000070031	P09683	secreted_hormone	True	True	363
SCTR	ENSG00000080293	P47872	gpcr	False	True	1320
